Gender,Age_Group,Marital_Status,Income_Level,Time_of_Day,Day,Location,Cuisine_Type
Other,35-44,Widowed,High,Late Night,Sunday,Auto Nagar,Fast Food
Male,18-24,Widowed,Middle,Breakfast,Wednesday,Gunadala,South Indian
Female,25-34,Married,High,Breakfast,Saturday,MG Road,South Indian
Female,35-44,Divorced,Middle,Lunch,Sunday,Auto Nagar,Biryani
Male,35-44,Single,Upper-Middle,Breakfast,Monday,Patamata,South Indian
Male,55-64,Widowed,Low,Snack,Friday,Gunadala,Bakery
Other,55-64,Married,Low,Breakfast,Monday,Poranki,South Indian
Other,55-64,Married,Middle,Snack,Wednesday,Gunadala,South Indian
Female,55-64,Married,High,Snack,Saturday,Governorpet,Biryani
Female,18-24,Married,Middle,Snack,Saturday,Patamata,Continental
Male,45-54,Widowed,Middle,Breakfast,Thursday,Ramachandra Nagar,North Indian
Male,45-54,Widowed,Middle,Lunch,Sunday,Gunadala,South Indian
Male,35-44,Single,High,Late Night,Saturday,Bhavanipuram,Biryani
Other,25-34,Married,Middle,Dinner,Monday,Auto Nagar,Biryani
Other,25-34,Married,Middle,Lunch,Tuesday,One Town,Biryani
Male,25-34,Divorced,High,Dinner,Sunday,Patamata,Biryani
Male,45-54,Widowed,Upper-Middle,Lunch,Monday,One Town,Biryani
Other,55-64,Single,Low,Breakfast,Thursday,Benz Circle,Biryani
Male,35-44,Married,High,Snack,Sunday,Ramachandra Nagar,Street Food
Other,18-24,Single,High,Snack,Wednesday,Auto Nagar,Biryani
Female,25-34,Divorced,Upper-Middle,Snack,Friday,Gunadala,South Indian
Male,25-34,Divorced,High,Breakfast,Saturday,Gunadala,South Indian
Female,55-64,Widowed,High,Snack,Wednesday,Poranki,Street Food
Other,18-24,Divorced,Low,Lunch,Saturday,MG Road,Biryani
Other,25-34,Widowed,Middle,Lunch,Wednesday,One Town,Street Food
Male,18-24,Divorced,High,Snack,Sunday,Bhavanipuram,Bakery
Male,25-34,Single,High,Snack,Saturday,Poranki,Street Food
Male,18-24,Married,Upper-Middle,Breakfast,Tuesday,MG Road,Chinese
Male,18-24,Widowed,Middle,Lunch,Saturday,Gunadala,Biryani
Male,18-24,Divorced,Upper-Middle,Lunch,Friday,Auto Nagar,Biryani
Female,18-24,Married,Middle,Breakfast,Sunday,Bhavanipuram,Biryani
Female,45-54,Married,Middle,Breakfast,Monday,MG Road,Chinese
Other,35-44,Divorced,Upper-Middle,Lunch,Friday,Ramachandra Nagar,North Indian
Female,55-64,Widowed,Upper-Middle,Dinner,Thursday,One Town,Street Food
Male,35-44,Single,Low,Late Night,Thursday,Patamata,Continental
Male,45-54,Divorced,Middle,Late Night,Thursday,Benz Circle,Fast Food
Male,35-44,Widowed,Low,Dinner,Wednesday,Bhavanipuram,Biryani
Female,18-24,Widowed,High,Lunch,Sunday,Poranki,Bakery
Female,25-34,Divorced,Middle,Snack,Thursday,Governorpet,Street Food
Other,55-64,Married,High,Breakfast,Saturday,Auto Nagar,Biryani
Other,45-54,Widowed,Upper-Middle,Late Night,Tuesday,Auto Nagar,Biryani
Other,35-44,Widowed,High,Lunch,Wednesday,Bhavanipuram,Biryani
Other,55-64,Single,Upper-Middle,Dinner,Monday,One Town,Street Food
Male,25-34,Widowed,Middle,Late Night,Monday,Ramachandra Nagar,North Indian
Other,18-24,Divorced,Middle,Snack,Monday,Auto Nagar,Street Food
Other,18-24,Single,Upper-Middle,Late Night,Saturday,Auto Nagar,Biryani
Female,45-54,Single,Middle,Breakfast,Friday,Gunadala,South Indian
Female,25-34,Widowed,Low,Dinner,Monday,Bhavanipuram,Biryani
Male,35-44,Married,Middle,Dinner,Wednesday,Benz Circle,South Indian
Male,25-34,Married,Upper-Middle,Dinner,Friday,Governorpet,South Indian
Female,45-54,Single,Upper-Middle,Snack,Friday,One Town,Street Food
Male,35-44,Divorced,Low,Late Night,Sunday,One Town,Fast Food
Female,25-34,Divorced,Upper-Middle,Lunch,Tuesday,Poranki,Bakery
Male,25-34,Widowed,Low,Lunch,Monday,One Town,Biryani
Female,25-34,Divorced,Middle,Breakfast,Thursday,Benz Circle,Fast Food
Female,18-24,Divorced,Middle,Breakfast,Thursday,Patamata,Continental
Female,55-64,Single,Upper-Middle,Breakfast,Thursday,Patamata,South Indian
Male,18-24,Married,Low,Lunch,Thursday,Governorpet,South Indian
Other,55-64,Widowed,Low,Lunch,Tuesday,Governorpet,South Indian
Other,25-34,Single,Upper-Middle,Late Night,Wednesday,MG Road,Chinese
Other,45-54,Single,Low,Breakfast,Thursday,Ramachandra Nagar,South Indian
Male,55-64,Single,Upper-Middle,Breakfast,Monday,Bhavanipuram,South Indian
Female,25-34,Divorced,Middle,Breakfast,Monday,Bhavanipuram,South Indian
Male,45-54,Married,Upper-Middle,Dinner,Tuesday,Auto Nagar,Biryani
Female,35-44,Married,High,Late Night,Thursday,Ramachandra Nagar,North Indian
Male,45-54,Widowed,Low,Dinner,Saturday,Poranki,Bakery
Other,25-34,Divorced,High,Snack,Sunday,Benz Circle,Street Food
Female,25-34,Married,High,Dinner,Wednesday,MG Road,Chinese
Female,35-44,Single,Low,Breakfast,Wednesday,Governorpet,Biryani
Female,55-64,Single,High,Lunch,Sunday,Ramachandra Nagar,Bakery
Male,45-54,Divorced,Low,Snack,Saturday,One Town,Street Food
Male,45-54,Divorced,Upper-Middle,Lunch,Friday,MG Road,Chinese
Other,55-64,Widowed,Low,Late Night,Thursday,Gunadala,North Indian
Female,45-54,Married,High,Breakfast,Thursday,Patamata,Continental
Female,35-44,Single,Low,Breakfast,Sunday,Bhavanipuram,Biryani
Other,25-34,Widowed,High,Snack,Sunday,MG Road,Street Food
Male,25-34,Divorced,Middle,Dinner,Tuesday,Governorpet,Biryani
Other,45-54,Married,Upper-Middle,Breakfast,Sunday,Patamata,Continental
Other,55-64,Single,High,Snack,Thursday,Benz Circle,Bakery
Male,55-64,Married,High,Lunch,Sunday,Poranki,Biryani
Male,25-34,Divorced,Low,Snack,Friday,One Town,Street Food
Male,45-54,Single,Middle,Dinner,Sunday,Patamata,Biryani
Other,18-24,Divorced,High,Snack,Tuesday,MG Road,Street Food
Male,45-54,Single,Low,Snack,Monday,Poranki,Bakery
Female,35-44,Widowed,High,Dinner,Sunday,Benz Circle,Biryani
Male,25-34,Divorced,Upper-Middle,Lunch,Sunday,Auto Nagar,Biryani
Female,18-24,Married,Low,Breakfast,Saturday,Ramachandra Nagar,North Indian
Female,18-24,Widowed,Middle,Dinner,Friday,Patamata,Biryani
Other,25-34,Divorced,Upper-Middle,Breakfast,Thursday,Governorpet,South Indian
Female,35-44,Divorced,High,Dinner,Tuesday,Auto Nagar,Biryani
Male,25-34,Married,Upper-Middle,Breakfast,Sunday,MG Road,South Indian
Other,35-44,Widowed,Low,Breakfast,Saturday,Auto Nagar,Biryani
Female,18-24,Single,Upper-Middle,Dinner,Tuesday,MG Road,Chinese
Other,18-24,Divorced,Upper-Middle,Lunch,Tuesday,Bhavanipuram,Biryani
Other,55-64,Divorced,High,Snack,Saturday,Patamata,Continental
Female,45-54,Single,Low,Breakfast,Friday,Governorpet,South Indian
Male,25-34,Married,Upper-Middle,Dinner,Monday,One Town,Street Food
Female,45-54,Single,High,Breakfast,Friday,Auto Nagar,Biryani
Female,25-34,Divorced,Middle,Late Night,Tuesday,Governorpet,South Indian
Male,45-54,Divorced,Upper-Middle,Snack,Wednesday,Ramachandra Nagar,Fast Food
Other,25-34,Single,Low,Lunch,Sunday,Ramachandra Nagar,North Indian
Other,55-64,Married,High,Late Night,Thursday,Auto Nagar,Biryani
Male,35-44,Married,Low,Lunch,Thursday,Bhavanipuram,Biryani
Female,35-44,Single,Middle,Snack,Saturday,Auto Nagar,Biryani
Other,55-64,Single,High,Dinner,Sunday,Auto Nagar,Biryani
Other,55-64,Widowed,Low,Late Night,Wednesday,One Town,Fast Food
Female,18-24,Single,High,Snack,Saturday,Benz Circle,Street Food
Other,35-44,Married,Low,Lunch,Saturday,MG Road,Chinese
Female,25-34,Married,Middle,Late Night,Monday,One Town,Continental
Other,45-54,Single,Low,Snack,Monday,Poranki,Street Food
Other,35-44,Divorced,High,Breakfast,Monday,Poranki,Bakery
Male,25-34,Divorced,Middle,Late Night,Wednesday,MG Road,Chinese
Other,55-64,Divorced,Low,Lunch,Wednesday,Benz Circle,Fast Food
Male,18-24,Widowed,Middle,Snack,Sunday,Governorpet,Street Food
Female,18-24,Divorced,Middle,Snack,Sunday,Governorpet,Street Food
Male,45-54,Married,Middle,Lunch,Monday,Gunadala,South Indian
Other,45-54,Single,Middle,Lunch,Thursday,MG Road,Chinese
Other,35-44,Married,Middle,Dinner,Sunday,Patamata,South Indian
Female,35-44,Married,Low,Lunch,Thursday,Gunadala,South Indian
Female,35-44,Divorced,High,Lunch,Tuesday,Governorpet,South Indian
Male,25-34,Married,Low,Snack,Wednesday,Bhavanipuram,Biryani
Female,55-64,Divorced,Middle,Late Night,Wednesday,Benz Circle,Bakery
Other,25-34,Single,Upper-Middle,Snack,Tuesday,Bhavanipuram,Biryani
Other,35-44,Widowed,Upper-Middle,Dinner,Tuesday,MG Road,Biryani
Male,18-24,Married,Upper-Middle,Snack,Tuesday,Ramachandra Nagar,North Indian
Male,55-64,Single,Middle,Breakfast,Monday,Governorpet,South Indian
Other,55-64,Single,High,Snack,Tuesday,MG Road,Street Food
Female,55-64,Married,Upper-Middle,Lunch,Wednesday,MG Road,Chinese
Male,25-34,Single,Low,Snack,Wednesday,Patamata,Street Food
Male,35-44,Widowed,Middle,Late Night,Thursday,Ramachandra Nagar,Fast Food
Other,18-24,Widowed,Upper-Middle,Snack,Sunday,Auto Nagar,Street Food
Male,45-54,Divorced,Low,Late Night,Tuesday,Governorpet,South Indian
Female,18-24,Married,High,Lunch,Saturday,Gunadala,South Indian
Female,25-34,Divorced,Low,Snack,Sunday,Auto Nagar,Biryani
Male,18-24,Single,Middle,Late Night,Monday,Poranki,Bakery
Female,45-54,Married,High,Breakfast,Tuesday,Poranki,South Indian
Other,55-64,Married,Upper-Middle,Lunch,Saturday,Gunadala,South Indian
Female,55-64,Divorced,Upper-Middle,Breakfast,Saturday,Poranki,South Indian
Female,18-24,Divorced,Low,Snack,Wednesday,Gunadala,Biryani
Other,18-24,Divorced,Middle,Dinner,Friday,MG Road,Chinese
Female,25-34,Married,Middle,Late Night,Wednesday,Auto Nagar,Fast Food
Other,45-54,Widowed,Middle,Lunch,Friday,Benz Circle,Fast Food
Male,55-64,Married,Middle,Snack,Saturday,Gunadala,South Indian
Female,55-64,Divorced,Middle,Dinner,Thursday,MG Road,Chinese
Other,45-54,Single,Upper-Middle,Lunch,Saturday,Governorpet,Biryani
Male,55-64,Single,Upper-Middle,Lunch,Sunday,Poranki,Bakery
Male,45-54,Widowed,Middle,Breakfast,Tuesday,Poranki,Bakery
Female,35-44,Married,Low,Lunch,Saturday,Benz Circle,South Indian
Female,55-64,Widowed,High,Breakfast,Friday,Benz Circle,South Indian
Female,18-24,Divorced,Upper-Middle,Snack,Saturday,Bhavanipuram,Street Food
Other,35-44,Divorced,Low,Dinner,Thursday,Poranki,Biryani
Other,18-24,Widowed,Upper-Middle,Dinner,Wednesday,MG Road,Biryani
Other,55-64,Married,Upper-Middle,Late Night,Saturday,One Town,Street Food
Female,25-34,Single,Upper-Middle,Dinner,Tuesday,Ramachandra Nagar,Bakery
Other,35-44,Divorced,Middle,Snack,Thursday,Benz Circle,Fast Food
Female,18-24,Married,High,Breakfast,Saturday,Auto Nagar,South Indian
Male,35-44,Single,Low,Dinner,Sunday,Patamata,Street Food
Female,35-44,Divorced,High,Lunch,Wednesday,Patamata,Continental
Other,18-24,Married,Low,Breakfast,Sunday,Governorpet,South Indian
Other,25-34,Divorced,Low,Breakfast,Friday,One Town,Street Food
Other,35-44,Divorced,High,Late Night,Wednesday,Patamata,Bakery
Male,45-54,Single,Middle,Lunch,Saturday,Auto Nagar,Biryani
Male,55-64,Widowed,Upper-Middle,Snack,Saturday,Patamata,Continental
Male,18-24,Widowed,Low,Late Night,Sunday,Patamata,Fast Food
Male,35-44,Married,Upper-Middle,Breakfast,Saturday,Auto Nagar,North Indian
Other,18-24,Divorced,High,Snack,Monday,Benz Circle,Street Food
Female,45-54,Widowed,Upper-Middle,Late Night,Saturday,One Town,Street Food
Other,18-24,Single,Upper-Middle,Snack,Thursday,Auto Nagar,Biryani
Other,45-54,Divorced,Low,Lunch,Friday,MG Road,Chinese
Female,18-24,Single,Middle,Breakfast,Friday,One Town,South Indian
Female,25-34,Widowed,High,Breakfast,Monday,Bhavanipuram,Biryani
Female,45-54,Single,Low,Breakfast,Saturday,Patamata,South Indian
Other,35-44,Widowed,Upper-Middle,Dinner,Friday,MG Road,Chinese
Male,25-34,Divorced,Upper-Middle,Breakfast,Friday,Patamata,South Indian
Male,55-64,Divorced,Upper-Middle,Breakfast,Wednesday,Poranki,North Indian
Male,45-54,Married,High,Breakfast,Monday,Benz Circle,Fast Food
Male,45-54,Widowed,Middle,Dinner,Monday,Ramachandra Nagar,North Indian
Female,18-24,Widowed,Low,Late Night,Monday,Patamata,Fast Food
Female,55-64,Divorced,Low,Dinner,Thursday,Patamata,Continental
Male,45-54,Married,High,Dinner,Thursday,Auto Nagar,Biryani
Other,55-64,Married,High,Dinner,Thursday,MG Road,Chinese
Male,25-34,Widowed,Upper-Middle,Lunch,Thursday,MG Road,Chinese
Female,25-34,Divorced,High,Snack,Sunday,Gunadala,South Indian
Other,45-54,Single,Middle,Late Night,Saturday,One Town,Street Food
Male,35-44,Divorced,Upper-Middle,Lunch,Tuesday,Bhavanipuram,Biryani
Other,18-24,Married,Upper-Middle,Snack,Friday,Poranki,Bakery
Female,35-44,Single,Middle,Snack,Saturday,One Town,Street Food
Male,18-24,Widowed,High,Late Night,Tuesday,Benz Circle,Fast Food
Female,25-34,Divorced,Low,Late Night,Thursday,Patamata,Continental
Female,35-44,Married,Middle,Dinner,Sunday,Gunadala,South Indian
Other,35-44,Divorced,Low,Snack,Thursday,Ramachandra Nagar,South Indian
Male,45-54,Married,Upper-Middle,Breakfast,Monday,Governorpet,South Indian
Male,35-44,Widowed,Middle,Late Night,Monday,Auto Nagar,Biryani
Male,35-44,Divorced,Low,Lunch,Monday,Governorpet,South Indian
Female,18-24,Single,High,Snack,Thursday,Patamata,Street Food
Female,55-64,Divorced,Low,Dinner,Thursday,Benz Circle,Fast Food
Female,45-54,Divorced,Middle,Lunch,Sunday,Ramachandra Nagar,Biryani
Female,35-44,Divorced,Middle,Dinner,Thursday,Ramachandra Nagar,North Indian
Female,45-54,Divorced,High,Breakfast,Wednesday,Gunadala,South Indian
Other,25-34,Married,Middle,Dinner,Thursday,Gunadala,South Indian
Female,45-54,Widowed,Middle,Late Night,Thursday,Governorpet,South Indian
Male,45-54,Single,High,Snack,Friday,Ramachandra Nagar,North Indian
Male,35-44,Single,High,Lunch,Wednesday,Gunadala,South Indian
Male,45-54,Divorced,High,Late Night,Sunday,MG Road,Fast Food
Other,45-54,Widowed,Middle,Dinner,Thursday,Bhavanipuram,Biryani
Male,55-64,Divorced,Upper-Middle,Dinner,Friday,Benz Circle,Fast Food
Female,55-64,Divorced,High,Late Night,Sunday,One Town,Street Food
Other,45-54,Divorced,Low,Late Night,Friday,Patamata,Continental
Male,18-24,Married,Low,Breakfast,Thursday,Governorpet,South Indian
Other,18-24,Married,Upper-Middle,Lunch,Sunday,Benz Circle,Fast Food
Other,45-54,Divorced,Middle,Late Night,Saturday,Governorpet,South Indian
Female,55-64,Single,Low,Lunch,Friday,Bhavanipuram,Biryani
Male,55-64,Divorced,Middle,Late Night,Sunday,Poranki,Fast Food
Female,35-44,Single,High,Snack,Wednesday,Bhavanipuram,South Indian
Female,35-44,Single,Upper-Middle,Breakfast,Thursday,Patamata,Continental
Male,18-24,Married,High,Lunch,Tuesday,Gunadala,South Indian
Other,35-44,Widowed,High,Dinner,Thursday,Gunadala,South Indian
Other,45-54,Single,Middle,Dinner,Monday,One Town,Biryani
Other,35-44,Single,Middle,Dinner,Tuesday,MG Road,Chinese
Other,18-24,Married,Low,Breakfast,Saturday,Poranki,Bakery
Other,35-44,Divorced,Low,Dinner,Friday,Patamata,Continental
Female,25-34,Married,Low,Breakfast,Saturday,Governorpet,South Indian
Male,45-54,Divorced,Upper-Middle,Late Night,Friday,Ramachandra Nagar,Fast Food
Female,45-54,Widowed,High,Dinner,Wednesday,Gunadala,Biryani
Other,55-64,Divorced,Upper-Middle,Lunch,Monday,One Town,Street Food
Other,18-24,Divorced,Middle,Lunch,Saturday,Poranki,Biryani
Male,55-64,Single,Low,Dinner,Monday,Ramachandra Nagar,North Indian
Male,55-64,Widowed,Low,Snack,Sunday,Auto Nagar,Biryani
Male,45-54,Divorced,Upper-Middle,Dinner,Thursday,Gunadala,Biryani
Other,18-24,Married,Upper-Middle,Lunch,Saturday,Bhavanipuram,Biryani
Other,35-44,Divorced,Middle,Lunch,Thursday,Auto Nagar,Biryani
Other,35-44,Single,Middle,Lunch,Thursday,Auto Nagar,Biryani
Female,45-54,Divorced,Middle,Lunch,Friday,Governorpet,South Indian
Other,35-44,Divorced,Upper-Middle,Breakfast,Monday,MG Road,South Indian
Female,18-24,Widowed,High,Late Night,Tuesday,One Town,Street Food
Other,18-24,Married,Middle,Breakfast,Monday,Poranki,Bakery
Other,45-54,Widowed,Low,Dinner,Thursday,MG Road,Chinese
Male,55-64,Divorced,High,Breakfast,Friday,Auto Nagar,Biryani
Other,18-24,Married,Upper-Middle,Snack,Monday,Governorpet,Street Food
Female,55-64,Widowed,High,Late Night,Friday,MG Road,Chinese
Female,45-54,Divorced,Middle,Snack,Tuesday,MG Road,Chinese
Male,35-44,Married,Middle,Late Night,Thursday,Ramachandra Nagar,Fast Food
Other,55-64,Widowed,Middle,Late Night,Thursday,Benz Circle,Fast Food
Female,25-34,Divorced,High,Late Night,Friday,Ramachandra Nagar,North Indian
Female,18-24,Single,Low,Late Night,Tuesday,Bhavanipuram,Biryani
Female,55-64,Married,High,Snack,Friday,Patamata,Continental
Male,45-54,Widowed,High,Breakfast,Saturday,Governorpet,South Indian
Other,18-24,Married,High,Dinner,Tuesday,Benz Circle,South Indian
Other,55-64,Single,High,Lunch,Friday,Governorpet,Biryani
Other,45-54,Widowed,Upper-Middle,Late Night,Saturday,One Town,Street Food
Male,35-44,Single,Upper-Middle,Late Night,Tuesday,Gunadala,South Indian
Female,25-34,Married,Upper-Middle,Late Night,Friday,Bhavanipuram,Biryani
Male,18-24,Married,Upper-Middle,Snack,Wednesday,Gunadala,Bakery
Male,55-64,Widowed,Upper-Middle,Late Night,Wednesday,Gunadala,South Indian
Other,18-24,Widowed,Middle,Dinner,Sunday,One Town,Street Food
Male,55-64,Single,Low,Lunch,Saturday,Patamata,Continental
Male,35-44,Widowed,High,Dinner,Thursday,Gunadala,Biryani
Other,25-34,Widowed,Middle,Late Night,Saturday,Benz Circle,Chinese
Other,45-54,Single,High,Snack,Friday,Bhavanipuram,Biryani
Female,18-24,Single,Middle,Late Night,Friday,Patamata,Fast Food
Other,45-54,Widowed,Middle,Breakfast,Tuesday,Patamata,South Indian
Other,45-54,Married,High,Late Night,Wednesday,Gunadala,Fast Food
Other,55-64,Divorced,Upper-Middle,Dinner,Friday,Patamata,Biryani
Female,18-24,Divorced,High,Breakfast,Sunday,Gunadala,South Indian
Male,35-44,Single,Middle,Late Night,Saturday,Ramachandra Nagar,North Indian
Other,18-24,Divorced,Upper-Middle,Late Night,Monday,Governorpet,South Indian
Male,45-54,Married,Upper-Middle,Dinner,Saturday,Poranki,Fast Food
Female,25-34,Widowed,High,Late Night,Sunday,Ramachandra Nagar,Fast Food
Other,18-24,Single,Middle,Dinner,Sunday,Benz Circle,Fast Food
Male,25-34,Widowed,Low,Lunch,Thursday,Auto Nagar,Biryani
Female,25-34,Married,Low,Dinner,Monday,Patamata,Continental
Other,45-54,Married,High,Dinner,Monday,MG Road,Biryani
Female,18-24,Widowed,Upper-Middle,Dinner,Friday,Bhavanipuram,Biryani
Other,25-34,Widowed,Upper-Middle,Breakfast,Monday,Governorpet,South Indian
Male,25-34,Widowed,Upper-Middle,Lunch,Monday,MG Road,Biryani
Other,18-24,Single,Upper-Middle,Lunch,Sunday,Bhavanipuram,Biryani
Male,45-54,Single,High,Breakfast,Monday,Governorpet,South Indian
Other,55-64,Divorced,Low,Snack,Tuesday,Poranki,Street Food
Other,18-24,Single,High,Snack,Monday,Gunadala,South Indian
Other,45-54,Widowed,Low,Dinner,Thursday,Auto Nagar,Biryani
Male,25-34,Single,Low,Late Night,Saturday,Bhavanipuram,Street Food
Male,18-24,Divorced,Low,Breakfast,Friday,Bhavanipuram,South Indian
Male,25-34,Single,High,Dinner,Friday,Poranki,Bakery
Other,45-54,Single,Upper-Middle,Late Night,Saturday,Ramachandra Nagar,North Indian
Male,35-44,Married,Low,Lunch,Sunday,MG Road,Fast Food
Other,45-54,Widowed,Upper-Middle,Dinner,Sunday,Ramachandra Nagar,Biryani
Male,18-24,Single,High,Lunch,Wednesday,Benz Circle,Fast Food
Male,18-24,Single,Low,Snack,Saturday,Bhavanipuram,Biryani
Male,35-44,Widowed,Upper-Middle,Breakfast,Monday,Patamata,South Indian
Other,18-24,Married,High,Snack,Sunday,Ramachandra Nagar,North Indian
Other,35-44,Single,High,Late Night,Wednesday,Governorpet,South Indian
Male,45-54,Married,Low,Breakfast,Wednesday,Patamata,Continental
Other,25-34,Divorced,Low,Breakfast,Wednesday,Bhavanipuram,Biryani
Other,45-54,Married,Upper-Middle,Lunch,Saturday,Auto Nagar,Biryani
Female,45-54,Single,Low,Snack,Thursday,Auto Nagar,Biryani
Female,25-34,Married,High,Lunch,Sunday,Governorpet,South Indian
Other,55-64,Divorced,Middle,Snack,Sunday,MG Road,Street Food
Female,25-34,Widowed,High,Lunch,Tuesday,Poranki,Bakery
Female,25-34,Widowed,Middle,Breakfast,Saturday,Auto Nagar,Biryani
Male,18-24,Widowed,Low,Breakfast,Monday,Governorpet,Bakery
Female,45-54,Divorced,Low,Dinner,Wednesday,Patamata,Continental
Female,18-24,Widowed,Middle,Snack,Tuesday,Poranki,Street Food
Other,45-54,Widowed,Low,Late Night,Tuesday,Governorpet,Bakery
Other,35-44,Single,Middle,Late Night,Tuesday,Poranki,Fast Food
Other,18-24,Married,Low,Dinner,Monday,One Town,Street Food
Other,55-64,Widowed,Middle,Lunch,Sunday,Gunadala,South Indian
Other,25-34,Single,Middle,Lunch,Tuesday,Patamata,Continental
Other,18-24,Single,Upper-Middle,Dinner,Saturday,Benz Circle,Fast Food
Male,18-24,Widowed,Upper-Middle,Dinner,Thursday,Patamata,South Indian
Female,45-54,Widowed,Low,Late Night,Monday,MG Road,Chinese
Male,55-64,Divorced,Low,Late Night,Tuesday,Auto Nagar,Biryani
Male,35-44,Single,Middle,Snack,Sunday,Ramachandra Nagar,Chinese
Female,55-64,Married,Upper-Middle,Breakfast,Saturday,Ramachandra Nagar,North Indian
Female,45-54,Single,Middle,Lunch,Thursday,Ramachandra Nagar,North Indian
Other,55-64,Divorced,Upper-Middle,Lunch,Wednesday,Gunadala,South Indian
Other,35-44,Divorced,High,Breakfast,Thursday,Ramachandra Nagar,North Indian
Male,55-64,Widowed,High,Lunch,Thursday,Benz Circle,Fast Food
Other,25-34,Widowed,Upper-Middle,Dinner,Wednesday,MG Road,Biryani
